rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Courtyard view,Patio or balcony,Backyard,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Fast wifi – 120 Mbps,Fast wifi – 93 Mbps,Free parking garage on premises,Private hot tub - available all year,Sauna,Fast wifi – 354 Mbps,65 inch HDTV with Netflix,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Shared hot tub,Park view,Fast wifi – 510 Mbps,Free washer – In building,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Pool,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,43 inch HDTV with Netflix,standard cable,Valley view,Fast wifi – 303 Mbps,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Private hot tub,Free dryer,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Shared outdoor pool - open specific hours,rooftop,32 inch HDTV with Fire TV,standard cable,Bathtub,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Free driveway parking on premises – 1 space,Fast wifi – 160 Mbps,Washer – In building,Fast wifi – 149 Mbps,50 inch HDTV with standard cable,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,52 inch HDTV with Disney+,Netflix,Roku,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 218 Mbps,42 inch HDTV with standard cable,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Shared hot tub - available all year,open specific hours,Fast wifi – 475 Mbps,50 inch HDTV,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Paid parking lot off premises,Sound system
168,2240,935,0,1305,0,0,0,0,0,1057144230512146296,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,165,84,26,4.91,4.91 (35),10,https://www.airbnb.com/rooms/1057144230512146296?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7515151515,18,23,41,0.2484848485,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2240,1060,0,1180,0,0,0,0,0,50088720,Apartment in Laureles,01/18/25 - 01/21/25,134,59,14,4.66,4.66 (64),35,https://www.airbnb.com/rooms/50088720?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.6492537313,30,17,47,0.3507462687,1 queen bed,,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2235,1070,0,1165,0,0,0,0,0,1271288622876549112,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,57,29,4.63,4.63 (8),38,https://www.airbnb.com/rooms/1271288622876549112?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2225,920,0,1305,0,0,0,0,0,1185545834850618756,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,174,87,32,4.91,4.91 (11),10,https://www.airbnb.com/rooms/1185545834850618756?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2225,935,0,1290,0,0,0,0,0,1056646364623620372,Loft in Medellín,01/18/25 - 01/21/25,165,84,26,4.88,4.88 (17),13,https://www.airbnb.com/rooms/1056646364623620372?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,133,0.8060606061,18,23,41,0.2484848485,3 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,TRUE,,TRUE,,,FALSE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2220,905,0,1315,0,0,0,0,0,1178592293954680756,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,178,90,34,4.93,4.93 (15),8,https://www.airbnb.com/rooms/1178592293954680756?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,146,0.8202247191,32,0,32,0.1797752809,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2220,915,0,1305,0,0,0,0,0,53541503,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,175,88,30,4.91,4.91 (119),10,https://www.airbnb.com/rooms/53541503?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,134,0.7657142857,16,25,41,0.2342857143,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2220,920,0,1300,0,0,0,0,0,1178568320035137589,Apartment in Medellín,01/18/25 - 01/21/25,174,87,32,4.9,4.9 (21),11,https://www.airbnb.com/rooms/1178568320035137589?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2220,960,0,1260,0,0,0,0,0,862270581376477183,Loft in Laureles-Estadio,01/18/25 - 01/21/25,160,79,38,4.82,4.82 (125),19,https://www.airbnb.com/rooms/862270581376477183?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,160,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2220,1000,0,1220,0,0,0,0,0,1188027336965089937,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,151,71,26,4.74,4.74 (42),27,https://www.airbnb.com/rooms/1188027336965089937?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.821192053,6,21,27,0.178807947,,TRUE,TRUE,,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2220,1035,0,1185,0,0,0,0,0,1178588426036911636,Apartment in Medellín,01/18/25 - 01/21/25,139,64,23,4.67,4.67 (15),34,https://www.airbnb.com/rooms/1178588426036911636?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.8201438849,25,0,25,0.1798561151,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2220,1085,0,1135,0,0,0,0,0,1146624612436692576,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,128,54,22,4.56,4.56 (41),44,https://www.airbnb.com/rooms/1146624612436692576?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.859375,0,18,18,0.140625,,TRUE,TRUE,,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2215,915,0,1300,0,0,0,0,0,1178581023942782649,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,175,88,33,4.9,4.9 (20),11,https://www.airbnb.com/rooms/1178581023942782649?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.8171428571,32,0,32,0.1828571429,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2215,925,0,1290,0,0,0,0,0,643521893755898509,Apartment in Medellín,01/18/25 - 01/21/25,173,86,30,4.88,4.88 (51),13,https://www.airbnb.com/rooms/643521893755898509?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.7803468208,17,21,38,0.2196531792,3 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2215,935,0,1280,0,0,0,0,0,1131319002538085538,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,84,40,4.86,4.86 (50),15,https://www.airbnb.com/rooms/1131319002538085538?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2210,910,0,1300,0,0,0,0,0,1237961859604611495,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,177,89,33,4.9,4.9 (10),11,https://www.airbnb.com/rooms/1237961859604611495?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,0.8192090395,32,0,32,0.1807909605,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2210,1115,0,1095,0,0,0,0,0,1303967056589791665,Loft in Laureles-Estadio,01/18/25 - 01/21/25,121,48,12,,New,52,https://www.airbnb.com/rooms/1303967056589791665?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,82,0.6776859504,22,17,39,0.3223140496,1 bed,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,FALSE,TRUE,,,TRUE,,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2205,855,0,1350,0,0,0,0,0,1276220145997990887,Loft in Medellín,01/18/25 - 01/21/25,198,100,50,5,5.0 (5),1,https://www.airbnb.com/rooms/1276220145997990887?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,198,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2205,875,0,1330,0,0,0,0,0,1144580972474120793,Loft in Laureles,01/18/25 - 01/21/25,188,96,35,4.96,4.96 (25),5,https://www.airbnb.com/rooms/1144580972474120793?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7978723404,15,23,38,0.2021276596,2 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2205,955,0,1250,0,0,0,0,0,643518359815100239,Apartment in Medellín,01/18/25 - 01/21/25,161,80,26,4.8,4.8 (60),21,https://www.airbnb.com/rooms/643518359815100239?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7701863354,17,20,37,0.2298136646,2 beds,TRUE,,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2205,1110,0,1095,0,0,0,0,0,1325577108537812385,Apartment in Medellín,01/18/25 - 01/21/25,122,49,20,,New,52,https://www.airbnb.com/rooms/1325577108537812385?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,130,1.06557377,18,0,18,0.1475409836,1 sofa bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2195,845,0,1350,0,0,0,0,0,1304362822277784960,Loft in Belén,01/18/25 - 01/21/25,205,102,44,5,5.0 (3),1,https://www.airbnb.com/rooms/1304362822277784960?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.8780487805,0,25,25,0.1219512195,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2195,875,0,1320,0,0,0,0,0,991598258876537063,Home in Laureles,01/18/25 - 01/21/25,188,96,40,4.94,4.94 (49),7,https://www.airbnb.com/rooms/991598258876537063?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.8776595745,0,23,23,0.1223404255,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2195,960,0,1235,0,0,0,0,0,1077572275089188716,Home in Medellín,01/18/25 - 01/21/25,160,79,31,4.77,4.77 (26),24,https://www.airbnb.com/rooms/1077572275089188716?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.85625,0,23,23,0.14375,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2190,875,0,1315,0,0,0,0,0,879916641161778319,Apartment in Belén,01/18/25 - 01/21/25,188,96,35,4.93,4.93 (75),8,https://www.airbnb.com/rooms/879916641161778319?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7978723404,15,23,38,0.2021276596,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2185,1015,0,1170,0,0,0,0,0,1249437302365514997,Apartment in Medellín,01/18/25 - 01/21/25,148,68,31,4.64,4.64 (28),37,https://www.airbnb.com/rooms/1249437302365514997?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,170,1.148648649,9,0,9,0.06081081081,1 king bed,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2175,1050,0,1125,0,0,0,0,0,1210401095738593352,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,136,61,23,4.5,4.5 (14),46,https://www.airbnb.com/rooms/1210401095738593352?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.8382352941,3,19,22,0.1617647059,,TRUE,TRUE,,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2170,910,0,1260,0,0,0,0,0,53532889,Loft in Medellín,01/18/25 - 01/21/25,177,89,43,4.82,4.82 (163),19,https://www.airbnb.com/rooms/53532889?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2170,935,0,1235,0,0,0,0,0,1131293330763133533,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,84,40,4.77,4.77 (48),24,https://www.airbnb.com/rooms/1131293330763133533?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
