rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,,Kitchen,Wifi,Dedicated workspace,Hot tub,Pets allowed,TV with Fire TV,Elevator,Washer,Carbon monoxide alarm,Smoke alarm,City skyline view,Mountain view,75 inch HDTV with Amazon Prime Video,HBO Max,Hulu,Netflix,Free washer – In unit,Free dryer – In unit,Exterior security cameras on property,Free parking on premises,TV,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Free dryer,Pool,Air conditioning,Hair dryer,Luggage dropoff allowed,Fast wifi – 94 Mbps,Lock on bedroom door,Dryer,Patio or balcony,Free parking garage on premises,Private hot tub - available all year,open 24 hours,TV with standard cable,Fast wifi – 321 Mbps,40 inch HDTV,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Refrigerator,Free street parking,40 inch HDTV with standard cable,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Backyard,Fast wifi – 375 Mbps,Bathtub,Shared backyard – Fully fenced,Valley view,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Fast wifi – 198 Mbps,Free parking garage on premises – 2 spaces,Shared outdoor pool - available all year,heated,infinity,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,Smoking allowed,Fast wifi – 93 Mbps,Private hot tub - available all year,Fast wifi – 91 Mbps,Garden view,Fast wifi – 138 Mbps,HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,Fast wifi – 202 Mbps,52 inch HDTV with standard cable,premium cable,Sauna,55 inch HDTV,Paid washer – In building,Paid dryer – In building,Fast wifi – 166 Mbps,Free carport on premises – 1 space,49 inch HDTV with Netflix,AC - split type ductless system,Park view,Fast wifi – 61 Mbps,43 inch HDTV with Netflix,Free dryer – In building,Fast wifi – 211 Mbps,65 inch HDTV with standard cable,Fast wifi – 328 Mbps,HDTV with Roku,Private backyard,Fire pit,Fast wifi – 273 Mbps,50 inch HDTV with premium cable,High chair,Free driveway parking on premises,42 inch TV,Fast wifi – 530 Mbps,EV charger,55 inch HDTV with Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,HDTV with Netflix,Shared pool,42 inch HDTV with standard cable,Wifi – 44 Mbps,32 inch HDTV with premium cable,Private hot tub,55 inch HDTV with Chromecast,Free washer,55 inch HDTV with Netflix,Fast wifi – 576 Mbps,Free parking on premises – 1 space,Central air conditioning,60 inch HDTV with Netflix,Amazon Prime Video,HDTV with Disney+,Netflix,Shared backyard,HDTV,Courtyard view,HDTV with standard cable,Free driveway parking on premises – 1 space,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 139 Mbps,HDTV with Netflix,premium cable,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,50 inch HDTV,Free residential garage on premises – 1 space,Outdoor pool - available all year,open specific hours,Shared indoor pool - available all year,open specific hours,rooftop,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 313 Mbps,Washer – In unit,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,140 inch HDTV with HBO Max,Netflix,DVD player,Private sauna,45 inch TV with Netflix,Fast wifi – 60 Mbps,Fast wifi – 318 Mbps,60 inch HDTV with Apple TV,Amazon Prime Video,Disney+,Netflix,standard cable,TV with standard cable,Netflix,Free residential garage on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,olympic-sized,43 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 69 Mbps,43 inch HDTV with HBO Max,premium cable,42 inch HDTV with Netflix,58 inch HDTV,50 inch HDTV with standard cable,Fast wifi – 317 Mbps,Fast wifi – 506 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 258 Mbps,Free residential garage on premises,Fast wifi – 503 Mbps,Fast wifi – 165 Mbps,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,46 inch HDTV with Fire TV,Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,52 inch HDTV with Roku,Netflix,Apple TV,Disney+,Amazon Prime Video,HBO Max,Shared pool - available all year,open specific hours,43 inch HDTV,Private indoor pool - available all year,open 24 hours,infinity,pool toys,Free carport on premises – 2 spaces,HDTV with Netflix,Amazon Prime Video,Disney+,Beach access – Beachfront,Washer – In building,Dryer – In building,Fast wifi – 309 Mbps,43 inch HDTV with standard cable,Netflix,55 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,heated,olympic-sized,43 inch TV with Disney+,Netflix,HDTV with Roku,standard cable,60 inch HDTV,50 inch TV,Fast wifi – 295 Mbps,Fast wifi – 143 Mbps,32 inch HDTV,Shared pool - open specific hours,58 inch HDTV with premium cable,32 inch HDTV with standard cable,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,heated,43 inch HDTV with Netflix,standard cable,Private outdoor pool - available all year,open specific hours,lap pool,42 inch HDTV with Chromecast,Disney+,Netflix,Children’s books and toys,Pack ’n play/Travel crib,Haceb refrigerator,Paid parking on premises,Indoor fireplace
161,4014,1200,655,1195,0,undefined,964,45970483,Apartment in Medellín,01/18/25 - 01/21/25,0,1,110,4.98,4.98 (132),2,https://www.airbnb.com/rooms/45970483,250,0,0,NaN,0,0,0,NaN,2 beds,161,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4014,1200,1170,680,0,undefined,964,53560035,Place to stay in Medellín,01/18/25 - 01/21/25,0,1,7,4.67,4.67 (46),105,https://www.airbnb.com/rooms/53560035,19,0,0,NaN,0,0,0,NaN,1 single bed,162,,,TRUE,TRUE,,,,,,FALSE,,,,,,,TRUE,,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4009,1200,865,980,0,undefined,964,1203030932658689443,Apartment in Laureles,01/18/25 - 01/21/25,0,1,68,5,5.0 (3),45,https://www.airbnb.com/rooms/1203030932658689443,96,0,0,NaN,0,0,0,NaN,,163,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,FALSE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4009,1200,650,1195,0,undefined,964,902181497360668038,Apartment in Medellín,01/18/25 - 01/21/25,0,1,111,4.98,4.98 (59),2,https://www.airbnb.com/rooms/902181497360668038,260,0,0,NaN,0,0,0,NaN,4 beds,164,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4009,1200,705,1140,0,undefined,964,906162257503644404,"Apartment in Medellín,El poblado",01/18/25 - 01/21/25,0,1,100,4.91,4.91 (64),13,https://www.airbnb.com/rooms/906162257503644404,184,0,0,NaN,0,0,0,NaN,2 beds,165,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,4004,1200,860,980,0,undefined,964,558169651695465116,Loft in Laureles,01/18/25 - 01/21/25,0,1,69,5,5.0 (93),45,https://www.airbnb.com/rooms/558169651695465116,98,0,0,NaN,0,0,0,NaN,1 queen bed,166,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,4004,1200,900,940,0,undefined,964,963151913312038726,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,61,4.96,4.96 (53),53,https://www.airbnb.com/rooms/963151913312038726,83,0,0,NaN,0,0,0,NaN,1 king bed,167,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4004,1200,665,1175,0,undefined,964,1193806599675618280,Apartment in Medellín,01/18/25 - 01/21/25,0,1,108,4.94,4.94 (17),6,https://www.airbnb.com/rooms/1193806599675618280,246,0,0,NaN,0,0,0,NaN,2 beds,168,,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,3999,1200,920,915,0,undefined,964,53954956,Vacation home in El Poblado,01/18/25 - 01/21/25,0,1,57,4.91,4.91 (113),58,https://www.airbnb.com/rooms/53954956,78,0,0,NaN,0,0,0,NaN,,169,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3994,1200,1040,790,0,undefined,964,52877227,Apartment in Medellín,01/18/25 - 01/21/25,0,1,33,4.95,4.95 (130),83,https://www.airbnb.com/rooms/52877227,47,0,0,NaN,0,0,0,NaN,,170,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,3994,1200,735,1095,0,undefined,964,983635104701522681,Loft in Envigado,01/18/25 - 01/21/25,0,1,94,4.85,4.85 (53),22,https://www.airbnb.com/rooms/983635104701522681,149,0,0,NaN,0,0,0,NaN,,171,,TRUE,TRUE,,,TRUE,,TRUE,,FALSE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,3989,1200,625,1200,0,undefined,964,1222711967636823728,Apartment in Medellín,01/18/25 - 01/21/25,0,1,116,5,5.0 (12),1,https://www.airbnb.com/rooms/1222711967636823728,379,0,0,NaN,0,0,0,NaN,2 beds,172,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,3989,1200,705,1120,0,undefined,964,1298757984738262272,Cabin in Medellín,01/18/25 - 01/21/25,0,1,100,,New,17,https://www.airbnb.com/rooms/1298757984738262272,184,0,0,NaN,0,0,0,NaN,5 beds,173,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3984,1200,955,865,0,undefined,964,702002249433529901,Home in El Poblado,01/18/25 - 01/21/25,0,1,50,4.76,4.76 (98),68,https://www.airbnb.com/rooms/702002249433529901,68,0,0,NaN,0,0,0,NaN,,174,,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,3984,1200,1175,645,0,undefined,964,1161536332818484187,Apartment in Medellín,01/18/25 - 01/21/25,0,1,6,4.35,4.35 (17),112,https://www.airbnb.com/rooms/1161536332818484187,18,0,0,NaN,0,0,0,NaN,1 bed,175,,TRUE,TRUE,,,TRUE,,,TRUE,FALSE,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,3979,1200,1015,800,0,undefined,964,1131342709207728026,Loft in Medellín,01/18/25 - 01/21/25,0,1,38,4.97,4.97 (31),81,https://www.airbnb.com/rooms/1131342709207728026,52,0,0,NaN,0,0,0,NaN,,176,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,3979,1200,765,1050,0,undefined,964,47584396,Apartment in Medellín,01/18/25 - 01/21/25,0,1,88,4.91,4.91 (170),31,https://www.airbnb.com/rooms/47584396,134,0,0,NaN,0,0,0,NaN,3 beds,177,,TRUE,,TRUE,,,,,,,,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3979,1200,1080,735,0,undefined,964,943871680837220793,Apartment in Medellín,01/18/25 - 01/21/25,0,1,25,4.89,4.89 (103),94,https://www.airbnb.com/rooms/943871680837220793,39,0,0,NaN,0,0,0,NaN,,178,,,TRUE,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,3979,1200,965,850,0,undefined,964,1319673370345887591,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,48,,New,71,https://www.airbnb.com/rooms/1319673370345887591,63,0,0,NaN,0,0,0,NaN,,179,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3974,1200,830,980,0,undefined,964,1110843300547404096,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,75,5,5.0 (22),45,https://www.airbnb.com/rooms/1110843300547404096,105,0,0,NaN,0,0,0,NaN,1 queen bed,180,,TRUE,,TRUE,,TRUE,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,3969,1200,1075,730,0,undefined,964,26753021,Apartment in Medellín,01/18/25 - 01/21/25,0,1,26,4.88,4.88 (381),95,https://www.airbnb.com/rooms/26753021,40,0,0,NaN,0,0,0,NaN,,181,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3959,1200,1140,655,0,undefined,964,1326158623916679833,Apartment in Medellín,01/18/25 - 01/21/25,0,1,13,,New,110,https://www.airbnb.com/rooms/1326158623916679833,25,0,0,NaN,0,0,0,NaN,1 bed,182,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,3949,1200,1005,780,0,undefined,964,50179769,Apartment in Medellín,01/18/25 - 01/21/25,0,1,40,4.88,4.88 (189),85,https://www.airbnb.com/rooms/50179769,55,0,0,NaN,0,0,0,NaN,2 queen beds,183,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3949,1200,1065,720,0,undefined,964,28627158,Loft in Medellín,01/18/25 - 01/21/25,0,1,28,4.85,4.85 (122),97,https://www.airbnb.com/rooms/28627158,42,0,0,NaN,0,0,0,NaN,,184,,TRUE,TRUE,,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3949,1200,1090,695,0,undefined,964,743983933230133806,Apartment in Medellín,01/18/25 - 01/21/25,0,1,23,4.75,4.75 (125),102,https://www.airbnb.com/rooms/743983933230133806,37,0,0,NaN,0,0,0,NaN,1 king bed,185,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
