,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Free street parking,Pets allowed,40 inch HDTV,Washer,SAMSUNG refrigerator,Microwave,Carbon monoxide alarm,Smoke alarm,Guest favorite,Refrigerator,Dedicated workspace,Free parking on premises,65 inch HDTV with HBO Max,Netflix,standard cable,Patio or balcony,Superhost,TV,Private patio or balcony,Exterior security cameras on property,TV with Roku,Private backyard,Luggage dropoff allowed,City skyline view,32 inch HDTV with premium cable,Free washer – In unit,Hair dryer,Long term stays allowed,Backyard,Mountain view,Valley view,Outdoor pool - available all year,open specific hours,Fast wifi – 522 Mbps,43 inch HDTV with Netflix,premium cable,Smoking allowed,Paid parking on premises,Hot tub,Air conditioning,Fire pit,Free parking garage on premises – 1 space,Free residential garage on premises – 1 space,Pool,Shared hot tub - available all year,open specific hours,Shared sauna,Elevator,Paid washer – In building,Paid dryer – In building,Fast wifi – 192 Mbps,TV with standard cable,Wifi – 30 Mbps,HDTV with Netflix,standard cable,EV charger,Fast wifi – 321 Mbps,Samsung refrigerator,Garden view,Shared pool,Bathtub,Dryer,Free driveway parking on premises – 2 spaces,Shared outdoor pool - available all year,open 24 hours,Private hot tub - available all year,open 24 hours,River view,Fast wifi – 220 Mbps,Courtyard view,Free driveway parking on premises,43 inch HDTV with Netflix,Roku,HDTV with Netflix,Free dryer – In unit,Shared patio or balcony,Haceb refrigerator,Fast wifi – 200 Mbps,HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,Mabe refrigerator,55 inch HDTV with Netflix,50 inch HDTV,Park view,Fast wifi – 510 Mbps,Free washer – In building,Shared hot tub,Free dryer – In building,Central air conditioning,Private backyard – Fully fenced,Fast wifi – 363 Mbps,43 inch HDTV with Netflix,standard cable,Paid washer,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Not fully fenced,Free carport on premises,HDTV with standard cable,Netflix,Lake view,Private hot tub,TV with Fire TV,Washer – In unit,High chair,43 inch HDTV,AC - split type ductless system,30 inch TV with Roku,Netflix,Ae refrigerator,Wifi – 5 Mbps,Fast wifi – 60 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Fast wifi – 175 Mbps,32 inch HDTV with standard cable,Fast wifi – 182 Mbps,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,50 inch HDTV with standard cable,55 inch HDTV,Portable air conditioning,Free parking garage on premises,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with Netflix,Disney+,Fast wifi – 218 Mbps,49 inch HDTV with standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,40 inch HDTV with Netflix,standard cable,HDTV with Amazon Prime Video,Disney+,Netflix,40 inch HDTV with HBO Max,Netflix,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,HDTV with Netflix,Amazon Prime Video,standard cable,Shared pool - available all year,Fast wifi – 252 Mbps,Fast wifi – 315 Mbps,Shared indoor pool - available all year,open specific hours,rooftop,32 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,32 inch TV with standard cable,TV with Netflix,Free washer,43 inch HDTV with standard cable,Fast wifi – 81 Mbps,HDTV with Amazon Prime Video,Netflix,Fast wifi – 318 Mbps,HDTV with standard cable,Roku,Netflix,premium cable,32 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 306 Mbps,Free carport on premises – 1 space,32 inch HDTV with Roku,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Private pool - available all year,open specific hours,65 inch HDTV with Netflix,Pool view,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,open specific hours,heated,lap pool,Fast wifi – 106 Mbps,Canal view,90 inch HDTV with Netflix,standard cable,Dryer – In unit,43 inch TV with Netflix,LG refrigerator,Paid parking lot on premises – 1 space,Crib,Shared pool - open specific hours,Waterfront,Shared outdoor pool - open specific hours,infinity,lap pool,pool toys
,158,1540,520,0,1020,0,0,0,0,0,1035639584120017461,,,,Apartment in Bello,01/18/25 - 01/21/25,198,101,33,5,5.0 (16),1,https://www.airbnb.com/rooms/1035639584120017461?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,173,0.8737373737,23,28,51,0.2575757576,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,159,1540,520,0,1020,0,0,0,0,0,950252843110769945,,,,Apartment in Bello,01/18/25 - 01/21/25,198,101,36,5,5.0 (15),1,https://www.airbnb.com/rooms/950252843110769945?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,52,3,155,0.7828282828,15,28,43,0.2171717172,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1540,555,0,985,0,0,0,0,0,882476676570989110,,,,Apartment in Bello,01/18/25 - 01/21/25,185,94,30,4.93,4.93 (54),8,https://www.airbnb.com/rooms/882476676570989110?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7459459459,21,26,47,0.2540540541,,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,161,1540,595,0,945,0,0,0,0,0,1162338280209067856,,,,Loft in Medellín,01/18/25 - 01/21/25,174,86,41,4.85,4.85 (39),16,https://www.airbnb.com/rooms/1162338280209067856?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,174,1,0,0,0,0,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,1530,545,0,985,0,0,0,0,0,879916641161778319,,,,Apartment in Medellín,01/18/25 - 01/21/25,188,96,34,4.93,4.93 (75),8,https://www.airbnb.com/rooms/879916641161778319?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7978723404,15,23,38,0.2021276596,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,163,1530,575,0,955,0,0,0,0,0,53755520,,,,Loft in Medellín,01/18/25 - 01/21/25,180,90,43,4.87,4.87 (260),14,https://www.airbnb.com/rooms/53755520?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,1,0,0,0,0,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,1530,600,0,930,0,0,0,0,0,1004511942263085019,,,,Apartment in Bello,01/18/25 - 01/21/25,173,85,30,4.82,4.82 (11),19,https://www.airbnb.com/rooms/1004511942263085019?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7976878613,11,24,35,0.2023121387,3 beds,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,1525,600,0,925,0,0,0,0,0,776703888172253200,,,,Apartment in Bello,01/18/25 - 01/21/25,173,85,28,4.8,4.8 (15),20,https://www.airbnb.com/rooms/776703888172253200?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,0.7572254335,18,24,42,0.2427745665,6 beds,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,1525,610,0,915,0,0,0,0,0,1147516096563765685,,,,Loft in Medellín,01/18/25 - 01/21/25,169,83,39,4.78,4.78 (32),22,https://www.airbnb.com/rooms/1147516096563765685?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,56,3,169,1,0,0,0,0,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,1525,670,0,855,0,0,0,0,0,1249437302365514997,,,,Apartment in Medellín,01/18/25 - 01/21/25,148,71,30,4.64,4.64 (28),34,https://www.airbnb.com/rooms/1249437302365514997?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,169,1.141891892,9,0,9,0.06081081081,1 king bed,,TRUE,TRUE,,,,TRUE,,,FALSE,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,1525,715,0,810,0,0,0,0,0,1317367461385618546,,,,Apartment in Medellín,01/18/25 - 01/21/25,133,62,18,,New,43,https://www.airbnb.com/rooms/1317367461385618546?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7744360902,11,19,30,0.2255639098,,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,1520,585,0,935,0,0,0,0,0,53710693,,,,Loft in Medellín,01/18/25 - 01/21/25,176,88,42,4.83,4.83 (206),18,https://www.airbnb.com/rooms/53710693?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,1,0,0,0,0,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,1515,495,0,1020,0,0,0,0,0,1211101632241070177,,,,Apartment in Bello,01/18/25 - 01/21/25,213,106,38,5,5.0 (9),1,https://www.airbnb.com/rooms/1211101632241070177?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.7746478873,18,30,48,0.2253521127,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,1515,545,0,970,0,0,0,0,0,53186225,,,,Loft in Sabaneta,01/18/25 - 01/21/25,188,96,33,4.9,4.9 (157),11,https://www.airbnb.com/rooms/53186225?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,147,0.7819148936,18,23,41,0.2180851064,1 bed,TRUE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172,1515,610,0,905,0,0,0,0,0,805292827534659467,Yes,,,Apartment in Bello,01/18/25 - 01/21/25,169,83,25,4.75,4.75 (8),24,https://www.airbnb.com/rooms/805292827534659467?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7337278107,21,24,45,0.2662721893,,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,,,TRUE,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1505,485,0,1020,0,0,0,0,0,1204540551273552831,,,,Cabin in Bello,01/18/25 - 01/21/25,225,108,46,5,5.0 (4),1,https://www.airbnb.com/rooms/1204540551273552831?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,64,3,193,0.8577777778,0,32,32,0.1422222222,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,1505,505,0,1000,0,0,0,0,0,1234329449891515771,,,,Cabin in Sabaneta,01/18/25 - 01/21/25,205,104,38,4.96,4.96 (25),5,https://www.airbnb.com/rooms/1234329449891515771?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.8048780488,11,29,40,0.1951219512,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,1505,645,0,860,0,0,0,0,0,557908553107033236,,,,Apartment in Bello,01/18/25 - 01/21/25,155,76,29,4.65,4.65 (43),33,https://www.airbnb.com/rooms/557908553107033236?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.8774193548,19,0,19,0.1225806452,4 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176,1500,505,0,995,0,0,0,0,0,52215325,,,,Apartment in Medellín,01/18/25 - 01/21/25,205,104,43,4.95,4.95 (117),6,https://www.airbnb.com/rooms/52215325?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.8780487805,0,25,25,0.1219512195,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,177,1500,515,0,985,0,0,0,0,0,586022118377480525,,,,Treehouse in Medellín,01/18/25 - 01/21/25,200,102,40,4.93,4.93 (58),8,https://www.airbnb.com/rooms/586022118377480525?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,172,0.86,0,28,28,0.14,,TRUE,TRUE,,,TRUE,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,1500,690,0,810,0,0,0,0,0,1321150648828464690,,,,Apartment in Medellín,01/18/25 - 01/21/25,142,67,24,,New,43,https://www.airbnb.com/rooms/1321150648828464690?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,152,1.070422535,0,20,20,0.1408450704,2 beds,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179,1500,690,0,810,0,0,0,0,0,1321081585745897301,,,,Apartment in Medellín,01/18/25 - 01/21/25,142,67,24,,New,43,https://www.airbnb.com/rooms/1321081585745897301?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,152,1.070422535,0,20,20,0.1408450704,3 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,1490,470,0,1020,0,0,0,0,0,1272898021292164644,,,,Apartment in Medellín,01/18/25 - 01/21/25,234,111,43,5,5.0 (3),1,https://www.airbnb.com/rooms/1272898021292164644?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.7692307692,25,29,54,0.2307692308,3 beds,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,1490,480,0,1010,0,0,0,0,0,679582104063180713,,,,Loft in Sabaneta,01/18/25 - 01/21/25,228,109,43,4.98,4.98 (55),3,https://www.airbnb.com/rooms/679582104063180713?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.7894736842,20,28,48,0.2105263158,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,182,1490,565,0,925,0,0,0,0,0,1004511949881225477,,,,Apartment in Bello,01/18/25 - 01/21/25,182,92,32,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1004511949881225477?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,0.7967032967,11,26,37,0.2032967033,3 beds,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,1490,570,0,920,0,0,0,0,0,1185556557904222238,,,,Apartment in Medellín,01/18/25 - 01/21/25,181,91,34,4.79,4.79 (19),21,https://www.airbnb.com/rooms/1185556557904222238?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,149,0.8232044199,32,0,32,0.1767955801,,,TRUE,TRUE,,,,TRUE,,TRUE,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,1485,495,0,990,0,0,0,0,0,1137158351498082211,,,,Apartment in Bello,01/18/25 - 01/21/25,213,106,40,4.94,4.94 (17),7,https://www.airbnb.com/rooms/1137158351498082211?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,172,0.8075117371,11,30,41,0.1924882629,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
