,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Backyard,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Garden view,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Courtyard view,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,Free parking garage on premises – 1 space,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Park view,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 235 Mbps,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Patio or balcony,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Shared hot tub,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,Shared sauna,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,Private hot tub - available all year,open 24 hours,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Shared outdoor pool - available all year,open specific hours,lap pool,Private hot tub,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Free dryer,32 inch HDTV with Fire TV,standard cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with Netflix,standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Washer – In building,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 93 Mbps,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Fast wifi – 475 Mbps,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Pool,Paid parking lot off premises,Sound system
,170,1825,725,0,1100,0,0,0,0,0,1178568320035137589,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,174,85,32,4.9,4.9 (21),10,https://www.airbnb.com/rooms/1178568320035137589?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,1825,765,0,1060,0,0,0,0,0,862270581376477183,,,,Loft in Medellín,01/18/25 - 01/21/25,160,77,38,4.82,4.82 (125),18,https://www.airbnb.com/rooms/862270581376477183?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,160,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172,1820,705,0,1115,0,0,0,0,0,1178592293954680756,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,178,89,34,4.93,4.93 (15),7,https://www.airbnb.com/rooms/1178592293954680756?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,146,0.8202247191,32,0,32,0.1797752809,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,,,,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOP,173,1820,720,0,1100,0,0,0,0,0,1178581023942782649,,,,Apartment in Medellín,01/18/25 - 01/21/25,175,86,33,4.9,4.9 (20),10,https://www.airbnb.com/rooms/1178581023942782649?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.8171428571,32,0,32,0.1828571429,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,1820,730,0,1090,0,0,0,0,0,643521893755898509,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,173,84,30,4.88,4.88 (51),12,https://www.airbnb.com/rooms/643521893755898509?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.7803468208,17,21,38,0.2196531792,3 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,1820,740,0,1080,0,0,0,0,0,1131319002538085538,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,82,40,4.86,4.86 (50),14,https://www.airbnb.com/rooms/1131319002538085538?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176,1815,915,0,900,0,0,0,0,0,1325577108537812385,,,,Apartment in Laureles,01/18/25 - 01/21/25,122,47,20,,New,50,https://www.airbnb.com/rooms/1325577108537812385?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,130,1.06557377,18,0,18,0.1475409836,1 sofa bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,177,1815,915,0,900,0,0,0,0,0,1325591430387834616,,,,Apartment in Medellín,01/18/25 - 01/21/25,122,47,20,,New,50,https://www.airbnb.com/rooms/1325591430387834616?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,130,1.06557377,18,0,18,0.1475409836,1 sofa bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,1810,710,0,1100,0,0,0,0,0,1237961859604611495,,,,Apartment in Medellín,01/18/25 - 01/21/25,177,88,33,4.9,4.9 (10),10,https://www.airbnb.com/rooms/1237961859604611495?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,0.8192090395,32,0,32,0.1807909605,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179,1810,760,0,1050,0,0,0,0,0,643518359815100239,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,161,78,26,4.8,4.8 (60),20,https://www.airbnb.com/rooms/643518359815100239?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7701863354,17,20,37,0.2298136646,2 beds,TRUE,,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,1805,770,0,1035,0,0,0,0,0,1077572275089188716,,,,Home in Laureles,01/18/25 - 01/21/25,159,76,31,4.77,4.77 (26),23,https://www.airbnb.com/rooms/1077572275089188716?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.8616352201,0,22,22,0.1383647799,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,1805,825,0,980,0,0,0,0,0,1249437302365514997,,,,Apartment in Medellín,01/18/25 - 01/21/25,148,65,31,4.64,4.64 (28),34,https://www.airbnb.com/rooms/1249437302365514997?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,169,1.141891892,9,0,9,0.06081081081,1 king bed,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,182,1800,655,0,1145,0,0,0,0,0,1276220145997990887,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,198,99,50,5,5.0 (5),1,https://www.airbnb.com/rooms/1276220145997990887?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,198,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,1800,725,0,1075,0,0,0,0,0,1162338280209067856,,,,Loft in El Poblado,01/18/25 - 01/21/25,174,85,42,4.85,4.85 (39),15,https://www.airbnb.com/rooms/1162338280209067856?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,174,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,1800,865,0,935,0,0,0,0,0,1210401095738593352,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,136,57,23,4.5,4.5 (14),43,https://www.airbnb.com/rooms/1210401095738593352?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.8382352941,3,19,22,0.1617647059,,TRUE,TRUE,,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,185,1795,675,0,1120,0,0,0,0,0,991598258876537063,,,,Home in Laureles,01/18/25 - 01/21/25,188,95,40,4.94,4.94 (49),6,https://www.airbnb.com/rooms/991598258876537063?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.8776595745,0,23,23,0.1223404255,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,186,1790,675,0,1115,0,0,0,0,0,879916641161778319,,,,Apartment in Belén,01/18/25 - 01/21/25,188,95,35,4.93,4.93 (75),7,https://www.airbnb.com/rooms/879916641161778319?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7978723404,15,23,38,0.2021276596,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187,1790,725,0,1065,0,0,0,0,0,1232669362354382140,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,174,85,32,4.83,4.83 (6),17,https://www.airbnb.com/rooms/1232669362354382140?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1785,640,0,1145,0,0,0,0,0,1304362822277784960,,,,Loft in Medellín,01/18/25 - 01/21/25,205,102,44,5,5.0 (3),1,https://www.airbnb.com/rooms/1304362822277784960?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.8780487805,0,25,25,0.1219512195,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,189,1785,700,0,1085,0,0,0,0,0,53755520,,,,Loft in El Poblado,01/18/25 - 01/21/25,180,90,44,4.87,4.87 (260),13,https://www.airbnb.com/rooms/53755520?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,1,0,0,0,0,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,190,1775,715,0,1060,0,0,0,0,0,53532889,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,176,87,43,4.82,4.82 (163),18,https://www.airbnb.com/rooms/53532889?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,191,1775,740,0,1035,0,0,0,0,0,1131293330763133533,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,82,40,4.77,4.77 (48),23,https://www.airbnb.com/rooms/1131293330763133533?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,192,1775,875,0,900,0,0,0,0,0,1308980776963975181,,,,Apartment in Santa Mónica,01/18/25 - 01/21/25,131,55,22,,New,50,https://www.airbnb.com/rooms/1308980776963975181?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,138,1.053435115,21,0,21,0.1603053435,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,193,1770,870,0,900,0,0,0,0,0,1317367461385618546,,,,Apartment in Buenos Aires,01/18/25 - 01/21/25,133,56,19,,New,50,https://www.airbnb.com/rooms/1317367461385618546?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7744360902,11,19,30,0.2255639098,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,1760,680,0,1080,0,0,0,0,0,989332717182837770,,,,Loft in Laureles,01/18/25 - 01/21/25,186,94,46,4.86,4.86 (71),14,https://www.airbnb.com/rooms/989332717182837770?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,62,3,186,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,195,1745,645,0,1100,0,0,0,0,0,594941022732437611,,,,Loft in Medellín,01/18/25 - 01/21/25,203,101,52,4.9,4.9 (196),10,https://www.airbnb.com/rooms/594941022732437611?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,68,3,203,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,196,1745,695,0,1050,0,0,0,0,0,1185437182947384620,,,,Apartment in Medellín,01/18/25 - 01/21/25,181,91,35,4.8,4.8 (15),20,https://www.airbnb.com/rooms/1185437182947384620?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,149,0.8232044199,32,0,32,0.1767955801,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,197,1745,755,0,990,0,0,0,0,0,1237963646329174178,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,162,79,28,4.67,4.67 (6),32,https://www.airbnb.com/rooms/1237963646329174178?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,130,0.8024691358,32,0,32,0.1975308642,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,,,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,1740,695,0,1045,0,0,0,0,0,1185556557904222238,,,,Apartment in Medellín,01/18/25 - 01/21/25,181,91,35,4.79,4.79 (19),21,https://www.airbnb.com/rooms/1185556557904222238?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,149,0.8232044199,32,0,32,0.1767955801,,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE,TRUE,,,TRUE,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
